date,nav
2023-06-21,87.4186
2023-06-22,86.3239
2023-06-23,87.2081
2023-06-26,88.1212
2023-06-27,88.1924
2023-06-28,88.3591
2023-06-29,88.9462
2023-06-30,88.9415
2023-07-03,89.9210
2023-07-04,91.7364
2023-07-05,91.8542
2023-07-06,92.3686
2023-07-07,93.3661
2023-07-10,93.0170
2023-07-11,91.7871
2023-07-12,92.8141
2023-07-13,91.0964
2023-07-14,93.0808
2023-07-17,94.0826
2023-07-18,94.3243
2023-07-19,94.4121
2023-07-20,96.4263
2023-07-21,95.3620
2023-07-24,94.0646
2023-07-25,93.4193
2023-07-26,93.1555
2023-07-27,92.0600
2023-07-28,92.2592
2023-07-31,92.4389
2023-08-01,91.5655
2023-08-02,93.3560
2023-08-03,91.8261
2023-08-04,90.4484
2023-08-07,90.8854
2023-08-08,90.6879
2023-08-09,91.1713
2023-08-10,90.5231
2023-08-11,89.4293
2023-08-14,88.7650
2023-08-15,88.0650
2023-08-16,88.6477
2023-08-17,88.1653
2023-08-18,88.9989
2023-08-21,89.6552
2023-08-22,90.8032
2023-08-23,91.8135
2023-08-24,92.7068
2023-08-25,93.5927
2023-08-28,93.0421
2023-08-29,92.7792
2023-08-30,90.7711
2023-08-31,91.1177
2023-09-01,90.4099
2023-09-04,90.8743
2023-09-05,91.4784
2023-09-06,90.0231
2023-09-07,88.9565
2023-09-08,88.6118
2023-09-11,88.0896
2023-09-12,88.2941
2023-09-13,87.0979
2023-09-14,87.1749
2023-09-15,85.4362
2023-09-18,83.2538
2023-09-19,83.9963
2023-09-20,82.7072
2023-09-21,82.1778
2023-09-22,80.8061
2023-09-25,79.4657
2023-09-26,79.1105
2023-09-27,78.7463
2023-09-28,79.6998
2023-09-29,80.1550
2023-10-02,79.9293
2023-10-03,80.6814
2023-10-04,81.7881
2023-10-05,82.2177
2023-10-06,81.8429
2023-10-09,82.8693
2023-10-10,84.6543
2023-10-11,85.3521
2023-10-12,87.1928
2023-10-13,88.1900
2023-10-16,89.1163
2023-10-17,87.9788
2023-10-18,86.8311
2023-10-19,86.8071
2023-10-20,85.0956
2023-10-23,84.5171
2023-10-24,85.4236
2023-10-25,84.7689
2023-10-26,85.3382
2023-10-27,83.9815
2023-10-30,83.5107
2023-10-31,84.5628
2023-11-01,84.8012
2023-11-02,85.1236
2023-11-03,86.8919
2023-11-06,88.2717
2023-11-07,87.3709
2023-11-08,88.7804
2023-11-09,88.1531
2023-11-10,88.1625
2023-11-13,88.2066
2023-11-14,89.3704
2023-11-15,88.1877
2023-11-16,88.6938
2023-11-17,89.2797
2023-11-20,90.1775
2023-11-21,89.9785
2023-11-22,91.0904
2023-11-23,90.3416
2023-11-24,91.6138
2023-11-27,92.0301
2023-11-28,90.5131
2023-11-29,90.9849
2023-11-30,91.2096
2023-12-01,90.8493
2023-12-04,90.0754
2023-12-05,89.8444
2023-12-06,88.3181
2023-12-07,90.1380
2023-12-08,88.9462
2023-12-11,88.2686
2023-12-12,89.5093
2023-12-13,90.1661
2023-12-14,90.9741
2023-12-15,92.6587
2023-12-18,92.3411
2023-12-19,91.2108
2023-12-20,92.1638
2023-12-21,93.0737
2023-12-22,92.7382
2023-12-25,91.3592
2023-12-26,92.7467
2023-12-27,93.4170
2023-12-28,91.9070
2023-12-29,92.7964
2024-01-01,91.2212
2024-01-02,90.7219
2024-01-03,89.5278
2024-01-04,88.8710
2024-01-05,88.0105
2024-01-08,87.3907
2024-01-09,88.1780
2024-01-10,88.5177
2024-01-11,89.2136
2024-01-12,90.4114
2024-01-15,90.0357
2024-01-16,90.1506
2024-01-17,90.7614
2024-01-18,92.6491
2024-01-19,93.6781
2024-01-22,95.2609
2024-01-23,96.4559
2024-01-24,97.7103
2024-01-25,95.6488
2024-01-26,96.6902
2024-01-29,96.9679
2024-01-30,97.0618
2024-01-31,96.4785
2024-02-01,96.0167
2024-02-02,96.5268
2024-02-05,97.5304
2024-02-06,95.8084
2024-02-07,96.0895
2024-02-08,95.4735
2024-02-09,94.4145
2024-02-12,94.8893
2024-02-13,94.5451
2024-02-14,93.8274
2024-02-15,92.9912
2024-02-16,93.3346
2024-02-19,93.3530
2024-02-20,92.1598
2024-02-21,91.2589
2024-02-22,91.0880
2024-02-23,91.5598
2024-02-26,90.4355
2024-02-27,90.9940
2024-02-28,90.1231
2024-02-29,93.1017
2024-03-01,92.0799
2024-03-04,91.2361
2024-03-05,91.4775
2024-03-06,90.5160
2024-03-07,91.4437
2024-03-08,93.4494
2024-03-11,93.0444
2024-03-12,93.2669
2024-03-13,92.7170
2024-03-14,92.7464
2024-03-15,94.3693
2024-03-18,95.4119
2024-03-19,94.4069
2024-03-20,96.1882
2024-03-21,97.5601
2024-03-22,98.1605
2024-03-25,97.4151
2024-03-26,97.5228
2024-03-27,96.6229
2024-03-28,97.1957
2024-03-29,96.8575
2024-04-01,94.2906
2024-04-02,95.3685
2024-04-03,95.6179
2024-04-04,96.8857
2024-04-05,96.7581
2024-04-08,97.0077
2024-04-09,98.3368
2024-04-10,98.8256
2024-04-11,99.1985
2024-04-12,103.0564
2024-04-15,102.8801
2024-04-16,103.1216
2024-04-17,105.3002
2024-04-18,104.3164
2024-04-19,103.0464
2024-04-22,101.3083
2024-04-23,101.9892
2024-04-24,102.7873
2024-04-25,103.7345
2024-04-26,102.0825
2024-04-29,103.3471
2024-04-30,104.8647
2024-05-01,104.7755
2024-05-02,104.8497
2024-05-03,105.7330
2024-05-06,106.2324
2024-05-07,107.0845
2024-05-08,105.7229
2024-05-09,105.5349
2024-05-10,104.0329
2024-05-13,104.8540
2024-05-14,105.5545
2024-05-15,105.4628
2024-05-16,105.8719
2024-05-17,103.9280
2024-05-20,105.0310
2024-05-21,104.4754
2024-05-22,104.6703
2024-05-23,106.1045
2024-05-24,105.1750
2024-05-27,106.7194
2024-05-28,106.9122
2024-05-29,106.9823
2024-05-30,107.7301
2024-05-31,106.1522
2024-06-03,106.9427
2024-06-04,107.0555
2024-06-05,108.4208
2024-06-06,108.1731
2024-06-07,107.7359
2024-06-10,108.2480
2024-06-11,108.2052
2024-06-12,106.7152
2024-06-13,106.5007
2024-06-14,108.1545
2024-06-17,108.0680
2024-06-18,106.9735
2024-06-19,107.9265
2024-06-20,105.5604
2024-06-21,102.9081
2024-06-24,102.9356
2024-06-25,103.1918
2024-06-26,103.4975
2024-06-27,102.4215
2024-06-28,102.2691
2024-07-01,100.5850
2024-07-02,100.8819
2024-07-03,98.9584
2024-07-04,98.8126
2024-07-05,99.1542
2024-07-08,97.0955
2024-07-09,96.5176
2024-07-10,97.4610
2024-07-11,99.3036
2024-07-12,97.5429
2024-07-15,97.9717
2024-07-16,96.5498
2024-07-17,95.0218
2024-07-18,96.8719
2024-07-19,97.6794
2024-07-22,96.7678
2024-07-23,97.0528
2024-07-24,97.8313
2024-07-25,98.0752
2024-07-26,100.7511
2024-07-29,101.5155
2024-07-30,97.9017
2024-07-31,97.5919
2024-08-01,96.7603
2024-08-02,96.5539
2024-08-05,96.6002
2024-08-06,95.8761
2024-08-07,94.6583
2024-08-08,96.2370
2024-08-09,96.9574
2024-08-12,96.2078
2024-08-13,97.0230
2024-08-14,97.8399
2024-08-15,99.3589
2024-08-16,98.1321
2024-08-19,99.0817
2024-08-20,98.3905
2024-08-21,99.7855
2024-08-22,99.5867
2024-08-23,96.9034
2024-08-26,96.9753
2024-08-27,94.9299
2024-08-28,94.7126
2024-08-29,94.6766
2024-08-30,94.2507
2024-09-02,92.5989
2024-09-03,91.3885
2024-09-04,90.4913
2024-09-05,90.2506
2024-09-06,91.6747
2024-09-09,92.4839
2024-09-10,91.9892
2024-09-11,93.4246
2024-09-12,91.9205
2024-09-13,92.7053
2024-09-16,92.5398
2024-09-17,92.8316
2024-09-18,93.5723
2024-09-19,92.8389
2024-09-20,93.7610
2024-09-23,93.7802
2024-09-24,96.5242
2024-09-25,96.2024
2024-09-26,97.6981
2024-09-27,98.4878
2024-09-30,97.1314
2024-10-01,98.7481
2024-10-02,97.5229
2024-10-03,94.9418
2024-10-04,95.9441
2024-10-07,97.2053
2024-10-08,97.2969
2024-10-09,97.0230
2024-10-10,98.8976
2024-10-11,99.7739
2024-10-14,99.0203
2024-10-15,99.9209
2024-10-16,98.4619
2024-10-17,97.8327
2024-10-18,96.6297
2024-10-21,94.1094
2024-10-22,92.8097
2024-10-23,94.2005
2024-10-24,92.9894
2024-10-25,92.4052
2024-10-28,91.1472
2024-10-29,92.1229
2024-10-30,92.1534
2024-10-31,92.7254
2024-11-01,92.6372
2024-11-04,91.3649
2024-11-05,90.3261
2024-11-06,91.2623
2024-11-07,91.2284
2024-11-08,92.1051
2024-11-11,88.6388
2024-11-12,89.8478
2024-11-13,89.3437
2024-11-14,91.7016
2024-11-15,91.1687
2024-11-18,91.2286
2024-11-19,91.9805
2024-11-20,91.0430
2024-11-21,92.0254
2024-11-22,91.3421
2024-11-25,92.7841
2024-11-26,93.6967
2024-11-27,94.2837
2024-11-28,93.4943
2024-11-29,93.2877
2024-12-02,93.6531
2024-12-03,91.3977
2024-12-04,90.8215
2024-12-05,91.8727
2024-12-06,90.5038
2024-12-09,91.9215
2024-12-10,91.2576
2024-12-11,91.6406
2024-12-12,90.4076
2024-12-13,90.9618
2024-12-16,91.4958
2024-12-17,92.7725
2024-12-18,94.3094
2024-12-19,95.7580
2024-12-20,96.0284
2024-12-23,94.6460
2024-12-24,96.1795
2024-12-25,94.7048
2024-12-26,94.2363
2024-12-27,95.0998
2024-12-30,95.6362
2024-12-31,97.4948
